Date,AAPL,MSFT,GOOGL,NVDA,META,TSLA,JNJ,PFE,UNH,ABBV,JPM,BAC,WFC,GS,V,AMZN,HD,MCD,SBUX,PG,KO,PEP,WMT,XOM,CVX,COP,BA,CAT,GE,VZ,T,DIS,NEE,AMT,LIN,NEM,SPY,QQQ,IWM,VTI,EFA,EEM,TLT,GLD,VNQ
2015-07-07 00:00:00-04:00,-0.002463337372588121,-0.002029816367642161,0.008049967782390921,-0.019019722355431912,-0.0037764171225405335,-0.04324998266363249,0.007305181979383676,0.014332786147498357,-0.012023484865815821,0.004971568730601037,-0.007902935616610563,-0.014867933994540354,-0.0033721093299779654,0.0008169285395347398,-0.0051515429534699595,0.0015582933786275465,0.009655377025444122,0.010710936376788285,0.0012879065893552078,0.02064723009361412,0.02083671264249473,0.020965434358294288,0.017223109966546763,0.004111242647321001,0.005262183425613231,0.009940138028302447,0.0185428874540626,0.010051281950349022,0.006062993013933743,0.004454719801396721,0.004483045720905685,0.012027551025909468,0.023803781339889158,0.006820117332119311,0.005415417340031514,-0.06269629426774763,0.006268948624878295,0.002503986794392449,0.0011307755288521325,0.005483537247933843,0.0003189974124671867,-0.01511227620073212,0.0093508727371208,-0.011668702760757443,0.015546134513490809
2015-07-08 00:00:00-04:00,-0.025136458155821113,-0.0013551057284076345,-0.01526039959456762,-0.0070994803578777734,-0.018164413974745473,-0.04943247714978346,-0.011693863296253933,-0.008336026329352259,-0.016035230446450336,-0.013214060119359088,-0.020722233398012355,-0.026716854868077403,-0.0179372711866085,-0.02013297084952966,-0.01546463063084709,-0.01620495854921257,-0.012533996498534324,-0.008726272631299268,-0.0183727611053393,-0.008973520623515701,-0.009736275671968725,-0.008228588728314695,-0.00994249578674648,-0.010919841612958248,-0.01811185572525015,-0.02186340152781849,-0.008629287864238812,-0.020691258341413495,-0.022154905749566838,-0.0025735042283389527,-0.010229760677111071,-0.01644511307912668,-0.0090804427327015,-0.012098299101904476,-0.020547107167240047,0.004896238682384759,-0.01691969430435162,-0.017565704249183547,-0.015374460727891144,-0.016824450045817237,-0.023557265382707596,-0.034997537882014824,0.008599334173666182,0.0029749330386005784,-0.003863989887699059
2015-07-09 00:00:00-04:00,-0.02060733375275849,0.006309196087042103,0.005431011724050307,-0.012288826839053933,0.002681741305101845,0.011542844689962467,0.006423496318962257,0.012183062923022413,0.004703674328439681,0.004571315615942071,0.010339205765287834,0.014054499072066951,0.004514411648305115,0.0036683318308870796,0.0047838281218403386,0.010855409939170349,0.0034177373334332247,0.0067587678655683615,0.01228602317364186,-0.004082934176161832,0.0015039465110203171,-0.01072569668420141,-0.0038394309885920936,-0.004524072507766527,0.0023484026757472944,0.005297351729327547,0.006181629821018197,-0.007075151921506763,0.005008587761812322,-0.006892941357710413,-0.011564037247852052,0.0035528595936898445,-0.00758191901241642,-0.0009530405096991944,-0.0007759713591626814,0.003103986159845727,0.0018076828593620272,-0.0005656847651487429,0.003600580613882337,0.00207179787163726,0.01635521762892005,0.019120121479597626,-0.019899219375237656,0.002427551438613741,-0.004786316264047661
2015-07-10 00:00:00-04:00,0.026383408297597524,0.0020196968456354515,0.02082279516314081,0.01736512012186054,0.02381743738714957,0.004757516993591066,0.011418060203077644,0.014658262124063197,0.023273510074168967,0.018367674996959,0.014118553087640867,0.013261067924542572,0.010396454088593876,0.011553477404774477,0.020226553496380414,0.02077765950262371,0.015324320336506072,0.01195062715991354,0.009574914604663328,0.0035891256136806695,0.011704614345789836,0.010098112132723883,0.004660638253029832,0.007569629866598378,0.006695220672721343,0.0078103677216218225,0.011695872119016976,0.005615434930307764,0.009562058580132019,0.01586953620289755,0.007531617866135342,0.007240267631465307,0.004536171074757518,0.010853120854863394,0.011741193810637167,-0.0031039861598456788,0.01251276476644023,0.015162966821523202,0.013789852220657267,0.012061107379275246,0.03224069383916241,0.025024232013885584,-0.015985208093612358,0.001166679551747385,0.00826472506061293
2015-07-13 00:00:00-04:00,0.019121719688698427,0.02063238742408738,0.027700677879752514,0.006560431715077007,0.02415167397257418,0.011547946093778832,0.007407428948790372,0.0132986679280057,0.0024526519907470115,0.012293278600986975,0.015391845875515,0.018980761374123196,0.011700093721408693,0.01404250458972957,0.015949375946606805,0.02682897612278171,0.015790023083360073,0.007955680335966966,0.02049584107113072,0.011789602866533131,0.006662738124090555,0.017326679143009564,0.010340153367665543,0.0024291970159836594,0.002011092220100184,-0.0033883075322846063,0.014702957803269351,0.01797494616401389,0.007584259407622582,0.004246373799947815,0.006616144568601195,0.01373213728019385,0.0032417486340597375,0.002930087909458507,0.009328811839820405,-0.000888502666813521,0.010976710612263886,0.01740476081289443,0.011215474919265412,0.011274620266304573,0.003725451100038233,0.006740896223657769,-0.003106667413643788,-0.004494793701909413,0.0014136082967849302
2015-07-14 00:00:00-04:00,-0.00039810322271880837,0.0017554262168164119,0.021542263453234633,0.000503289490724813,-0.004672310905353077,0.01322461194395776,-0.004898721003335002,0.0074394856995219335,0.020611177941699945,0.003300527252365212,0.013855787821921818,0.006441642873013171,0.008948118554639067,0.009661996299163722,0.008308297337702447,0.021713079555152615,0.003995468808988825,0.0035497820858629778,0.0008969842517982834,0.0015855250825112855,0.012465083105833287,-0.0009263480107701039,-0.0012188648453568078,0.00833720292853226,0.009991860866939739,0.01013023444983395,0.007677798383243884,0.009756473213735318,0.00715218595515901,0.0044395101511795244,0.006857035539395201,-0.0016955416658359249,0.000195865573392562,-0.0023014164388748676,0.006729833424277147,-0.015677747098353574,0.004328437807978,0.006551353803242337,0.005560779622587645,0.0044925744953240076,0.008332333954412161,0.001807486270016957,0.0032787979502170938,-0.00225499581251802,0.002052523780912629
2015-07-15 00:00:00-04:00,0.009586957809920077,0.003064287977937033,-0.00037661551877677155,-0.007063721205801667,0.0008916161234449372,-0.009493350092744896,0.006393755517603183,-0.002854661040435863,0.006856190932853609,-0.0007168089698298029,0.0021701644041200088,0.03160325686659079,0.009215012949186214,0.003763811256981968,-0.0011418562141179308,-0.009452349965458655,0.0019052588013814848,0.002931723599354531,-0.007381354718025618,0.0013401470004784756,-0.0009727786774641059,-0.008063150541166502,-0.0018992106453920997,-0.0042204841431814155,-0.013804760698804684,-0.01882216583689038,-0.005837845757150812,-0.003558251436581464,0.004117668442315293,-0.0016891184366983338,-0.011166886386464528,0.0038110388686273034,0.007618873430101454,0.004910295154399888,-0.004874576981012763,-0.01592779234027141,-0.0003320411771874895,0.0010877564641495088,-0.005321725290466171,-0.0012815463532049917,-0.003694874344496399,-0.011414014538359352,0.010541808164329217,-0.005251204440368454,0.00166478435976583
2015-07-16 00:00:00-04:00,0.013237957525833228,0.019476510272473036,0.03005952520665191,0.02203385846008772,0.012070271310194837,0.013363230698704974,0.006847100568312047,0.0034248762063097166,-0.007416571286944281,0.0034352352740450714,0.005333308785058124,0.015155933683964484,0.006727090084574386,-0.008393684434753716,0.007824216588570188,0.03051473282903452,-0.007381302892269143,-0.01228921884960805,0.007201988786974826,0.0018243609824717855,0.00847419116322957,0.005692675767569305,0.002441059553700172,0.0018109095466130353,0.002543216760922336,-0.008077868276932729,0.010833676098871772,0.004427046182458215,0.010035384947697418,0.010508391269148692,0.012305046502523552,0.006487814331004076,0.016023351957188684,0.019301659462753428,-0.0040522227510315515,-0.0194536919481943,0.007992347537587454,0.014033983668705095,0.005955313907342326,0.006937518282507156,0.008599660617756858,0.012444986467983043,0.006881886452768368,-0.0036377042236319986,0.00802785331602928
2015-07-17 00:00:00-04:00,0.008600063252742336,-0.0008571516820559354,0.15064519686523867,-0.005961275260193477,0.04435148481995757,0.02948450757237186,-0.010238670438643682,-0.0008550550704588166,-0.00868252111818709,0.0,-0.0050444531615648,0.008321944645519923,-0.003961543723133648,0.006043006941836646,0.004383023657242299,0.01571250303118269,-0.0022688017522918187,-0.0036851307649491925,-0.0008977308752677736,-0.0007292225051308863,-0.005560338294648595,-0.0012394740638039846,-0.005977303995753699,-0.003625104436971734,-0.014176915814421721,-0.013026404977939093,-0.011174222276992378,-0.007189054311125535,0.007369149364524051,-0.005029735003266926,-0.004275089848275763,-0.0017651640141626848,-0.0074970257705239685,-0.008933679009736009,-0.010203297129966538,-0.03280526290949554,0.0008475720467393804,0.014632345212659919,-0.004363998884076318,0.0002728384864900769,-0.0016834302313615173,-0.0012892654912847207,0.005150871024353175,-0.010164462693893107,-0.003559932404377593
2015-07-20 00:00:00-04:00,0.01872540533744568,0.00641422280171955,-0.009738125478810365,-0.01860744624093701,0.030487543127409325,0.027294636659552916,0.002893406404900862,0.0048354149069123106,-0.009736219939748119,0.011506678991618164,0.0007223502888782643,0.0011047131598879403,0.001896613274892941,-0.000329660993694556,0.02535290227794729,0.01048300082484486,-0.009303602776077472,-0.00010272884539705432,0.00929433841232811,-0.0006083575618783439,0.0031467215909521903,0.005461471091366622,-0.003959399330021625,-0.010342520034206031,-0.0022570641313368195,-0.011075285323778985,-0.0008175259702891816,-0.011003154018935623,-0.003677450562078538,0.010659404688699985,-0.0031469482196058514,0.006039083290687975,-0.00483550788956424,0.0011338233029620087,-0.002567409787059638,-0.13042908957077573,0.0005174795523264478,0.003427900200979581,-0.005421668791791951,9.092962226153635e-05,0.0026004151888200755,-0.006471193316850425,-0.0042201418175456685,-0.02752685674211234,0.0011455481570857738
